chromosome,gene_id,gene_symbol,P-value,Zscore,Direction,regulation,heterogeneity_I_squared,heterogeneity_Chi_squared,heterogeneity_degrees_of_freedom_squared,heterogeneity_P-value
19,ENSG00000104976,SNAPC2,0.591,0.537,+-,Not differentially expressed,8.7,1.095,1,0.2954
7,ENSG00000174697,LEP,0.5911,0.537,++,Not differentially expressed,0,0.423,1,0.5156
1,ENSG00000215838,AL451074.1,0.5911,0.537,++,Not differentially expressed,0,0.097,1,0.755
7,ENSG00000254959,INMT-MINDY4,0.5912,0.537,0,Not differentially expressed,0,0.693,1,0.4051
1,ENSG00000117013,KCNQ4,0.5912,-0.537,+-,Not differentially expressed,78.3,4.604,1,0.0319
17,ENSG00000170043,TRAPPC1,0.5912,-0.537,+-,Not differentially expressed,86.3,7.293,1,0.006922
6,ENSG00000218459,RPS27P15,0.5913,0.537,0+,Not differentially expressed,0,0.12,1,0.7291
11,ENSG00000166118,SPATA19,0.5913,-0.537,0-,Not differentially expressed,0,0.12,1,0.7291
2,ENSG00000218739,CEBPZOS,0.5914,0.537,+-,Not differentially expressed,63.1,2.708,1,0.09986
4,ENSG00000248840,AL645949.1,0.5915,-0.537,0-,Not differentially expressed,0,0.12,1,0.7292
19,ENSG00000105723,GSK3A,0.5916,-0.537,+-,Not differentially expressed,30.2,1.433,1,0.2313
2,ENSG00000153250,RBMS1,0.5917,0.536,+-,Not differentially expressed,48.7,1.95,1,0.1625
12,ENSG00000139549,DHH,0.5917,0.536,-+,Not differentially expressed,9.5,1.104,1,0.2933
14,ENSG00000197119,SLC25A29,0.5917,0.536,+-,Not differentially expressed,40.4,1.679,1,0.1951
18,ENSG00000134042,MRO,0.5918,0.536,++,Not differentially expressed,0,0.161,1,0.6881
21,ENSG00000229231,FEM1AP1,0.5919,-0.536,0-,Not differentially expressed,0,0.12,1,0.7295
12,ENSG00000255836,AC131206.1,0.5919,-0.536,0-,Not differentially expressed,0,0.12,1,0.7295
7,ENSG00000170852,KBTBD2,0.592,0.536,-+,Not differentially expressed,59.5,2.47,1,0.116
6,ENSG00000204305,AGER,0.592,-0.536,0-,Not differentially expressed,0,0.12,1,0.7296
5,ENSG00000243806,RPL7P18,0.5921,0.536,++,Not differentially expressed,0,0.073,1,0.7866
4,ENSG00000151466,SCLT1,0.5921,-0.536,--,Not differentially expressed,0,0.078,1,0.7799
14,ENSG00000129480,DTD2,0.5922,-0.536,-+,Not differentially expressed,72.4,3.624,1,0.05696
4,ENSG00000063978,RNF4,0.5922,-0.536,+-,Not differentially expressed,0,0.158,1,0.6907
4,ENSG00000249465,RBMXP4,0.5923,-0.535,0-,Not differentially expressed,0,0.119,1,0.7298
3,ENSG00000270739,AC090953.1,0.5924,-0.535,--,Not differentially expressed,0,0.314,1,0.575
10,ENSG00000148655,LRMDA,0.5924,0.535,++,Not differentially expressed,0,0.155,1,0.6935
5,ENSG00000164219,PGGT1B,0.5924,-0.535,-+,Not differentially expressed,75.6,4.094,1,0.04305
2,ENSG00000278131,AC116050.1,0.5925,-0.535,--,Not differentially expressed,0,0.279,1,0.5973
18,ENSG00000118271,TTR,0.5925,-0.535,-+,Not differentially expressed,0,0.883,1,0.3473
15,ENSG00000261081,AC025678.2,0.5926,-0.535,0-,Not differentially expressed,0,0.119,1,0.73
19,ENSG00000129968,ABHD17A,0.5927,-0.535,-+,Not differentially expressed,9.7,1.107,1,0.2927
2,ENSG00000144504,ANKMY1,0.5927,-0.535,+-,Not differentially expressed,0,0.707,1,0.4006
2,ENSG00000234521,AC005041.2,0.5927,-0.535,0-,Not differentially expressed,0,0.119,1,0.7301
1,ENSG00000271890,OR10AE1P,0.5927,0.535,0+,Not differentially expressed,0,0.119,1,0.7301
17,ENSG00000276234,TADA2A,0.5927,-0.535,--,Not differentially expressed,0,0.005,1,0.9413
4,ENSG00000127415,IDUA,0.5927,0.535,+-,Not differentially expressed,52.3,2.096,1,0.1477
4,ENSG00000248795,AC098859.1,0.5927,0.535,0+,Not differentially expressed,0,0.119,1,0.73
17,ENSG00000141562,NARF,0.5928,0.535,+-,Not differentially expressed,0,0.857,1,0.3546
15,ENSG00000175344,CHRNA7,0.593,-0.535,--,Not differentially expressed,0,0.046,1,0.8295
4,ENSG00000250651,PABPC1P7,0.593,-0.534,0-,Not differentially expressed,0,0.119,1,0.7303
21,ENSG00000154654,NCAM2,0.593,-0.535,--,Not differentially expressed,0,0.043,1,0.8355
10,ENSG00000228219,NPM1P30,0.593,0.535,++,Not differentially expressed,0,0.071,1,0.7897
18,ENSG00000141469,SLC14A1,0.5931,-0.534,--,Not differentially expressed,0,0.167,1,0.6828
18,ENSG00000270469,AC006557.5,0.5931,-0.534,-+,Not differentially expressed,2.7,1.028,1,0.3107
8,ENSG00000104442,ARMC1,0.5934,-0.534,+-,Not differentially expressed,0,0.54,1,0.4622
20,ENSG00000226229,RPLP0P1,0.5934,-0.534,0-,Not differentially expressed,0,0.119,1,0.7305
X,ENSG00000268940,CT45A1,0.5935,-0.534,0-,Not differentially expressed,0,0.119,1,0.7306
8,ENSG00000253981,ALG1L13P,0.5935,-0.534,0-,Not differentially expressed,0,0.119,1,0.7306
1,ENSG00000236180,AL445669.2,0.5935,-0.534,0-,Not differentially expressed,0,0.119,1,0.7306
2,ENSG00000135898,GPR55,0.5936,-0.534,+-,Not differentially expressed,0,0.14,1,0.7085
2,ENSG00000084733,RAB10,0.5936,0.534,++,Not differentially expressed,0,0.036,1,0.8503
1,ENSG00000162594,IL23R,0.5936,-0.534,0-,Not differentially expressed,0,0.118,1,0.7307
13,ENSG00000283208,AC001226.2,0.5936,-0.534,--,Not differentially expressed,0,0.131,1,0.7173
11,ENSG00000154134,ROBO3,0.5937,0.533,++,Not differentially expressed,0,0.621,1,0.4305
12,ENSG00000255819,KLRC4-KLRK1,0.5938,0.533,0+,Not differentially expressed,0,0.118,1,0.7308
2,ENSG00000170264,FAM161A,0.594,0.533,++,Not differentially expressed,0,0.644,1,0.4221
13,ENSG00000150459,SAP18,0.594,-0.533,-+,Not differentially expressed,48.2,1.931,1,0.1647
10,ENSG00000152766,ANKRD22,0.5941,0.533,+-,Not differentially expressed,0,0.886,1,0.3466
19,ENSG00000105398,SULT2A1,0.5941,0.533,++,Not differentially expressed,0,0.266,1,0.606
2,ENSG00000227890,PSMA2P3,0.5942,-0.533,0-,Not differentially expressed,0,0.118,1,0.7311
21,ENSG00000159110,IFNAR2,0.5943,0.533,++,Not differentially expressed,0,0.521,1,0.4704
6,ENSG00000112655,PTK7,0.5944,0.532,++,Not differentially expressed,0,0.075,1,0.7836
16,ENSG00000159618,ADGRG5,0.5945,-0.532,--,Not differentially expressed,0,0.004,1,0.9504
15,ENSG00000270378,AC020891.4,0.5945,-0.532,0-,Not differentially expressed,0,0.118,1,0.7313
X,ENSG00000282933,RHOXF1P3,0.5946,0.532,++,Not differentially expressed,0,0.402,1,0.5261
12,ENSG00000175336,APOF,0.5946,0.532,+-,Not differentially expressed,0,0.792,1,0.3735
3,ENSG00000284952,AC104472.3,0.5947,0.532,-+,Not differentially expressed,0,0.256,1,0.6127
20,ENSG00000180083,WFDC11,0.5948,-0.532,+-,Not differentially expressed,0,0.334,1,0.5634
1,ENSG00000233228,LPCAT2BP,0.5948,-0.532,+-,Not differentially expressed,0,0.184,1,0.6678
1,ENSG00000142687,KIAA0319L,0.5949,-0.532,--,Not differentially expressed,0,0.028,1,0.8671
7,ENSG00000276840,PMS2P10,0.595,-0.532,0-,Not differentially expressed,0,0.118,1,0.7317
11,ENSG00000175224,ATG13,0.595,0.532,++,Not differentially expressed,0,0.601,1,0.4384
6,ENSG00000146232,NFKBIE,0.5952,-0.531,-+,Not differentially expressed,60.1,2.509,1,0.1132
19,ENSG00000243234,AC010326.1,0.5952,0.531,0+,Not differentially expressed,0,0.117,1,0.7318
17,ENSG00000141252,VPS53,0.5952,-0.531,+-,Not differentially expressed,79.5,4.875,1,0.02725
20,ENSG00000225849,MKRN7P,0.5952,0.531,++,Not differentially expressed,0,0.115,1,0.7345
13,ENSG00000132952,USPL1,0.5952,-0.531,--,Not differentially expressed,0,0.114,1,0.7358
X,ENSG00000196433,ASMT,0.5952,0.531,++,Not differentially expressed,0,0.278,1,0.5981
2,ENSG00000233428,PPIAP65,0.5952,-0.531,0-,Not differentially expressed,0,0.117,1,0.7318
15,ENSG00000137857,DUOX1,0.5954,0.531,+-,Not differentially expressed,34.3,1.521,1,0.2174
14,ENSG00000240463,RPS19P3,0.5955,0.531,0+,Not differentially expressed,0,0.117,1,0.732
8,ENSG00000254392,AC090539.2,0.5955,0.531,++,Not differentially expressed,0,0.555,1,0.4563
22,ENSG00000133466,C1QTNF6,0.5955,-0.531,-+,Not differentially expressed,56.9,2.319,1,0.1278
6,ENSG00000204564,C6orf136,0.5955,0.531,-+,Not differentially expressed,0,0.164,1,0.6852
17,ENSG00000184502,GAST,0.5955,0.531,0+,Not differentially expressed,0,0.117,1,0.732
19,ENSG00000129455,KLK8,0.5955,0.531,0+,Not differentially expressed,0,0.117,1,0.732
16,ENSG00000133392,MYH11,0.5956,0.531,-+,Not differentially expressed,0,0.239,1,0.6253
19,ENSG00000130545,CRB3,0.5956,-0.531,--,Not differentially expressed,0,0.222,1,0.6378
12,ENSG00000198056,PRIM1,0.5956,-0.531,--,Not differentially expressed,0,0.013,1,0.9093
11,ENSG00000254537,AL137161.1,0.5957,0.531,++,Not differentially expressed,0,0.009,1,0.9232
7,ENSG00000243566,UPK3B,0.5958,-0.53,0-,Not differentially expressed,0,0.117,1,0.7322
18,ENSG00000134758,RNF138,0.5959,-0.53,-+,Not differentially expressed,46.7,1.877,1,0.1707
17,ENSG00000161682,FAM171A2,0.5959,0.53,+-,Not differentially expressed,53,2.126,1,0.1448
17,ENSG00000240305,AC091152.1,0.5959,-0.53,0-,Not differentially expressed,0,0.117,1,0.7323
19,ENSG00000142405,NLRP12,0.5959,0.53,+-,Not differentially expressed,0,0.929,1,0.335
1,ENSG00000197769,MAP1LC3C,0.5961,-0.53,--,Not differentially expressed,0,0.029,1,0.8649
15,ENSG00000256061,DNAAF4,0.5961,-0.53,-+,Not differentially expressed,33.1,1.495,1,0.2215
13,ENSG00000136155,SCEL,0.5961,0.53,0+,Not differentially expressed,0,0.117,1,0.7324
16,ENSG00000118894,EEF2KMT,0.5962,0.53,++,Not differentially expressed,0,0.504,1,0.4776
12,ENSG00000165966,PDZRN4,0.5963,-0.53,-+,Not differentially expressed,24.4,1.323,1,0.25
16,ENSG00000262959,RPL23AP86,0.5963,-0.53,0-,Not differentially expressed,0,0.117,1,0.7326
20,ENSG00000215251,FASTKD5,0.5963,-0.53,--,Not differentially expressed,0,0.21,1,0.6468
1,ENSG00000232862,AL138787.1,0.5963,0.53,0+,Not differentially expressed,0,0.117,1,0.7326
13,ENSG00000224976,PARP4P2,0.5964,0.53,0+,Not differentially expressed,0,0.117,1,0.7326
6,ENSG00000225921,NOL7,0.5965,-0.529,--,Not differentially expressed,0,0.008,1,0.9295
7,ENSG00000211772,TRBC2,0.5965,0.529,0+,Not differentially expressed,0,0.117,1,0.7327
5,ENSG00000172058,SERF1A,0.5966,-0.529,--,Not differentially expressed,0,0.569,1,0.4506
19,ENSG00000132016,C19orf57,0.5966,0.529,++,Not differentially expressed,0,0.19,1,0.6627
6,ENSG00000009765,IYD,0.5966,0.529,++,Not differentially expressed,0,0.007,1,0.9313
1,ENSG00000117472,TSPAN1,0.5966,0.529,++,Not differentially expressed,0,0.014,1,0.9067
4,ENSG00000184985,SORCS2,0.5968,0.529,++,Not differentially expressed,0,0.109,1,0.7409
7,ENSG00000228653,HNRNPCP7,0.5968,0.529,-+,Not differentially expressed,0,0.193,1,0.6608
19,ENSG00000198858,R3HDM4,0.5968,0.529,+-,Not differentially expressed,46.7,1.876,1,0.1707
8,ENSG00000104695,PPP2CB,0.5968,0.529,++,Not differentially expressed,0,0.08,1,0.7778
22,ENSG00000236794,BCRP8,0.5969,-0.529,0-,Not differentially expressed,0,0.116,1,0.733
6,ENSG00000271245,AL136139.1,0.5969,0.529,0+,Not differentially expressed,0,0.116,1,0.733
10,ENSG00000138347,MYPN,0.597,0.529,++,Not differentially expressed,0,0.02,1,0.8862
X,ENSG00000229384,HMGB1P16,0.597,0.529,0+,Not differentially expressed,0,0.116,1,0.7331
10,ENSG00000236894,AL160287.1,0.597,-0.529,0-,Not differentially expressed,0,0.116,1,0.7331
X,ENSG00000186810,CXCR3,0.597,-0.529,0-,Not differentially expressed,0,0.116,1,0.7331
16,ENSG00000059145,UNKL,0.5972,0.528,+-,Not differentially expressed,26.3,1.357,1,0.244
4,ENSG00000179299,NSUN7,0.5972,0.528,++,Not differentially expressed,0,0.009,1,0.9235
19,ENSG00000213967,ZNF726,0.5975,0.528,-+,Not differentially expressed,0,0.142,1,0.7064
1,ENSG00000116604,MEF2D,0.5975,-0.528,+-,Not differentially expressed,80.6,5.163,1,0.02307
17,ENSG00000231625,SLC47A1P2,0.5976,-0.528,0-,Not differentially expressed,0,0.116,1,0.7335
1,ENSG00000198625,MDM4,0.5977,0.528,++,Not differentially expressed,0,0.16,1,0.6893
4,ENSG00000152595,MEPE,0.5977,-0.528,+-,Not differentially expressed,0,0.363,1,0.5469
7,ENSG00000106392,C1GALT1,0.5978,0.528,-+,Not differentially expressed,62.2,2.644,1,0.104
12,ENSG00000278399,AC026120.1,0.5979,-0.527,0-,Not differentially expressed,0,0.116,1,0.7337
16,ENSG00000131153,GINS2,0.5979,-0.527,--,Not differentially expressed,0,0.312,1,0.5764
7,ENSG00000213302,AC015983.1,0.5979,0.527,0+,Not differentially expressed,0,0.116,1,0.7337
5,ENSG00000253600,AC008446.1,0.5979,-0.527,0-,Not differentially expressed,0,0.116,1,0.7337
5,ENSG00000152705,CATSPER3,0.5979,0.527,0+,Not differentially expressed,0,0.116,1,0.7337
16,ENSG00000261527,AC026464.5,0.5979,-0.527,0-,Not differentially expressed,0,0.116,1,0.7337
10,ENSG00000215065,DUSP8P4,0.5979,-0.527,0-,Not differentially expressed,0,0.116,1,0.7337
7,ENSG00000241136,PAICSP6,0.598,-0.527,0-,Not differentially expressed,0,0.116,1,0.7338
12,ENSG00000256037,MRPL40P1,0.598,0.527,0+,Not differentially expressed,0,0.116,1,0.7338
16,ENSG00000169627,BOLA2B,0.5981,-0.527,-+,Not differentially expressed,74.2,3.873,1,0.04906
19,ENSG00000198521,ZNF43,0.5981,0.527,-+,Not differentially expressed,0,0.182,1,0.67
19,ENSG00000171466,ZNF562,0.5982,0.527,++,Not differentially expressed,0,0.045,1,0.8313
5,ENSG00000081791,DELE1,0.5982,-0.527,--,Not differentially expressed,0,0.064,1,0.8009
21,ENSG00000160199,PKNOX1,0.5982,0.527,++,Not differentially expressed,0,0.518,1,0.4718
2,ENSG00000226491,FTOP1,0.5982,0.527,++,Not differentially expressed,0,0.517,1,0.472
14,ENSG00000235213,OR6E1P,0.5983,0.527,++,Not differentially expressed,0,0,1,0.9848
3,ENSG00000244346,AC092953.1,0.5983,0.527,++,Not differentially expressed,0,0.034,1,0.8545
13,ENSG00000150893,FREM2,0.5983,-0.527,--,Not differentially expressed,0,0.042,1,0.8383
13,ENSG00000238086,PPP1R26P1,0.5985,0.527,++,Not differentially expressed,0,0.033,1,0.8568
14,ENSG00000165948,IFI27L1,0.5985,0.526,-+,Not differentially expressed,79.2,4.813,1,0.02825
14,ENSG00000226132,RPS3AP46,0.5985,0.527,0+,Not differentially expressed,0,0.115,1,0.7341
17,ENSG00000159182,PRAC1,0.5985,0.527,0+,Not differentially expressed,0,0.115,1,0.7341
X,ENSG00000130224,LRCH2,0.5986,-0.526,-+,Not differentially expressed,28.8,1.404,1,0.2361
2,ENSG00000115806,GORASP2,0.5988,0.526,+-,Not differentially expressed,78.2,4.588,1,0.03219
7,ENSG00000214998,CCNB2P1,0.5988,-0.526,--,Not differentially expressed,0,0.376,1,0.5398
X,ENSG00000166432,ZMAT1,0.5989,-0.526,+-,Not differentially expressed,51.1,2.044,1,0.1529
19,ENSG00000105048,TNNT1,0.5989,0.526,-+,Not differentially expressed,0,0.394,1,0.5304
9,ENSG00000160445,ZER1,0.5992,-0.526,+-,Not differentially expressed,48.5,1.941,1,0.1635
19,ENSG00000198131,ZNF544,0.5992,-0.525,--,Not differentially expressed,0,0.035,1,0.8508
10,ENSG00000060339,CCAR1,0.5992,0.526,++,Not differentially expressed,0,0.434,1,0.51
8,ENSG00000242607,RPS3AP34,0.5992,0.526,++,Not differentially expressed,0,0.188,1,0.6647
11,ENSG00000177156,TALDO1,0.5992,-0.526,-+,Not differentially expressed,56,2.274,1,0.1316
16,ENSG00000260113,AC093249.1,0.5993,-0.525,0-,Not differentially expressed,0,0.115,1,0.7347
10,ENSG00000235742,AC012308.1,0.5993,-0.525,0-,Not differentially expressed,0,0.115,1,0.7347
11,ENSG00000166391,MOGAT2,0.5993,-0.525,0-,Not differentially expressed,0,0.115,1,0.7347
16,ENSG00000262583,TMEM231P1,0.5993,-0.525,+-,Not differentially expressed,0,0.181,1,0.6706
7,ENSG00000249773,AC092647.5,0.5994,-0.525,-+,Not differentially expressed,0,0.787,1,0.3749
1,ENSG00000234607,AL355994.4,0.5994,0.525,0+,Not differentially expressed,0,0.115,1,0.7348
1,ENSG00000162779,AXDND1,0.5994,-0.525,+-,Not differentially expressed,0,0.127,1,0.7212
1,ENSG00000229399,AL592148.1,0.5995,0.525,0+,Not differentially expressed,0,0.115,1,0.7348
10,ENSG00000229544,NKX1-2,0.5996,-0.525,-+,Not differentially expressed,67.1,3.035,1,0.08147
11,ENSG00000254997,KRTAP5-9,0.5996,-0.525,0-,Not differentially expressed,0,0.115,1,0.7349
12,ENSG00000123349,PFDN5,0.5997,-0.525,-+,Not differentially expressed,67.9,3.111,1,0.07777
1,ENSG00000233401,PRKAR1AP1,0.5997,0.525,++,Not differentially expressed,0,0.651,1,0.4198
1,ENSG00000279263,OR2L8,0.5998,-0.525,0,Not differentially expressed,0,0.662,1,0.416
15,ENSG00000140525,FANCI,0.5998,-0.525,--,Not differentially expressed,0,0.606,1,0.4363
8,ENSG00000137561,TTPA,0.5999,0.525,-+,Not differentially expressed,23.7,1.311,1,0.2522
1,ENSG00000238085,AL590682.1,0.6,-0.524,0-,Not differentially expressed,0,0.114,1,0.7352
11,ENSG00000110171,TRIM3,0.6001,-0.524,+-,Not differentially expressed,0.3,1.003,1,0.3167
19,ENSG00000277493,AC139769.3,0.6002,0.524,0+,Not differentially expressed,0,0.114,1,0.7353
5,ENSG00000113594,LIFR,0.6002,0.524,-+,Not differentially expressed,64.3,2.798,1,0.09438
8,ENSG00000178538,CA8,0.6002,0.524,++,Not differentially expressed,0,0.022,1,0.8829
X,ENSG00000223650,UHRF2P1,0.6002,0.524,++,Not differentially expressed,0,0.08,1,0.7776
2,ENSG00000153086,ACMSD,0.6003,0.524,++,Not differentially expressed,0,0.004,1,0.9473
7,ENSG00000273580,AC087072.2,0.6003,0.524,0+,Not differentially expressed,0,0.114,1,0.7354
4,ENSG00000132464,ENAM,0.6003,0.524,++,Not differentially expressed,0,0.032,1,0.8571
1,ENSG00000143382,ADAMTSL4,0.6004,-0.524,+-,Not differentially expressed,66.9,3.024,1,0.08203
9,ENSG00000181404,WASHC1,0.6005,0.524,++,Not differentially expressed,0,0.009,1,0.9229
14,ENSG00000239365,RPS26P49,0.6005,0.524,0+,Not differentially expressed,0,0.114,1,0.7355
19,ENSG00000267346,EIF5AP3,0.6006,0.524,0+,Not differentially expressed,0,0.114,1,0.7356
17,ENSG00000266379,AC090616.5,0.6006,-0.523,0-,Not differentially expressed,0,0.114,1,0.7356
X,ENSG00000182798,MAGEB17,0.6006,-0.523,0-,Not differentially expressed,0,0.114,1,0.7356
2,ENSG00000198203,SULT1C2,0.6006,0.524,++,Not differentially expressed,0,0.014,1,0.9065
4,ENSG00000151962,RBM46,0.6006,-0.523,0-,Not differentially expressed,0,0.114,1,0.7356
12,ENSG00000257921,AC025165.3,0.6006,-0.523,0-,Not differentially expressed,0,0.114,1,0.7356
12,ENSG00000285901,AC008012.1,0.6007,-0.523,--,Not differentially expressed,0,0.019,1,0.8911
19,ENSG00000269845,AC092364.2,0.6009,0.523,++,Not differentially expressed,0,0.195,1,0.6588
5,ENSG00000261934,PCDHGA9,0.6012,0.523,+-,Not differentially expressed,79.3,4.828,1,0.02801
1,ENSG00000116157,GPX7,0.6012,0.523,++,Not differentially expressed,0,0,1,0.9917
3,ENSG00000114416,FXR1,0.6012,0.523,++,Not differentially expressed,0,0.044,1,0.8329
7,ENSG00000239556,AC004951.2,0.6012,0.523,+-,Not differentially expressed,0,0.803,1,0.3703
18,ENSG00000267524,RPSAP57,0.6013,-0.523,0,Not differentially expressed,0,0.656,1,0.4179
13,ENSG00000183087,GAS6,0.6013,0.523,++,Not differentially expressed,0,0.345,1,0.5571
X,ENSG00000130066,SAT1,0.6014,0.522,-+,Not differentially expressed,63.1,2.709,1,0.09979
14,ENSG00000168229,PTGDR,0.6015,-0.522,+-,Not differentially expressed,0,0.791,1,0.3739
12,ENSG00000135477,KRT87P,0.6016,-0.522,0-,Not differentially expressed,0,0.113,1,0.7363
1,ENSG00000116721,PRAMEF1,0.6016,-0.522,0-,Not differentially expressed,0,0.113,1,0.7363
6,ENSG00000164393,ADGRF2,0.6017,0.522,-+,Not differentially expressed,0,0.274,1,0.6004
11,ENSG00000204572,KRTAP5-10,0.6019,-0.522,0-,Not differentially expressed,0,0.113,1,0.7365
15,ENSG00000166797,CIAO2A,0.6019,0.522,-+,Not differentially expressed,60.6,2.538,1,0.1111
12,ENSG00000172551,MUCL1,0.602,-0.522,0-,Not differentially expressed,0,0.113,1,0.7365
1,ENSG00000240409,MTATP8P1,0.602,0.522,0+,Not differentially expressed,0,0.113,1,0.7365
7,ENSG00000105866,SP4,0.6021,-0.521,-+,Not differentially expressed,0,0.907,1,0.3409
17,ENSG00000263648,AC005244.1,0.6022,-0.521,--,Not differentially expressed,0,0.002,1,0.9629
2,ENSG00000173163,COMMD1,0.6022,-0.521,-+,Not differentially expressed,45.3,1.828,1,0.1764
10,ENSG00000224761,AL117339.1,0.6022,-0.521,--,Not differentially expressed,0,0.035,1,0.8519
6,ENSG00000204338,CYP21A1P,0.6022,-0.521,0-,Not differentially expressed,0,0.113,1,0.7367
17,ENSG00000179598,PLD6,0.6023,-0.521,+-,Not differentially expressed,71.9,3.558,1,0.05928
16,ENSG00000159713,TPPP3,0.6023,0.521,-+,Not differentially expressed,0,0.166,1,0.6833
X,ENSG00000165288,BRWD3,0.6024,0.521,-+,Not differentially expressed,50,2.001,1,0.1572
19,ENSG00000167757,KLK11,0.6024,0.521,-+,Not differentially expressed,0,0.167,1,0.6827
1,ENSG00000265491,RNF115,0.6025,-0.521,--,Not differentially expressed,0,0,1,0.9979
6,ENSG00000203722,RAET1G,0.6026,-0.521,--,Not differentially expressed,0,0.277,1,0.5989
1,ENSG00000235673,AL929472.4,0.6028,-0.52,0-,Not differentially expressed,0,0.113,1,0.7371
19,ENSG00000213290,PGK1P2,0.6028,-0.52,0-,Not differentially expressed,0,0.113,1,0.7372
7,ENSG00000241493,AC018638.3,0.6029,-0.52,0-,Not differentially expressed,0,0.113,1,0.7372
14,ENSG00000197358,BNIP3P1,0.603,0.52,0+,Not differentially expressed,0,0.113,1,0.7373
1,ENSG00000184270,HIST2H2AB,0.6031,-0.52,0,Not differentially expressed,0,0.65,1,0.4203
11,ENSG00000149823,VPS51,0.6032,-0.52,-+,Not differentially expressed,0,0.708,1,0.4
6,ENSG00000112212,TSPO2,0.6032,0.52,0+,Not differentially expressed,0,0.112,1,0.7374
12,ENSG00000161634,DCD,0.6032,-0.52,--,Not differentially expressed,0,0.11,1,0.74
4,ENSG00000251630,AC119751.6,0.6033,0.52,0+,Not differentially expressed,0,0.112,1,0.7375
12,ENSG00000110906,KCTD10,0.6033,0.52,++,Not differentially expressed,0,0.128,1,0.7202
7,ENSG00000270822,AC092032.1,0.6033,-0.52,0-,Not differentially expressed,0,0.112,1,0.7375
3,ENSG00000270409,AC090950.1,0.6033,0.52,++,Not differentially expressed,0,0.498,1,0.4804
3,ENSG00000163931,TKT,0.6034,0.519,++,Not differentially expressed,0,0.428,1,0.5128
22,ENSG00000275793,RIMBP3,0.6035,-0.519,--,Not differentially expressed,0,0.258,1,0.6114
